Taxon,temperature,climate_rating,mean_annual_ temp_celcius,mean_hottest_month_celcius,mean_coldest_quarter_celsius,mean_annual_precipitation mm/year,mean_driest_quarter mm/qtr,tree_on_CAT,obs_record1,obs_record2,obs_record3,obs_record4,obs_record5
Sambucus racemosa,9.98333,9,7.38805,23.9705,-1.46384,883.5,134.75,TRUE,GBIF_BGCI=314,GBIF_CURRENT=2117,,URBANPLANTS=5,PLANTSEARCH=122
Sassafras tzumu,9.98333,9,16.1747,30.6125,6.26333,1370.38,162.5,TRUE,GBIF_BGCI=156,GBIF_CURRENT=19,,URBANPLANTS=13,PLANTSEARCH=22
Sequoia sempervirens,9.98333,9,13.3497,25.204,8.2285,855.5,73.375,TRUE,GBIF_BGCI=223,,GBIF_CURRENT=861,URBANPLANTS=29,PLANTSEARCH=25
Sinojackia rehderiana,9.98333,9,15.7026,29.6833,5.28611,1084.83,163.833,TRUE,GBIF_BGCI=9,GBIF_CURRENT=3,,PLANTSEARCH=35,
Sinojackia xylocarpa,9.98333,9,15.3505,30.205,4.81683,1066.25,141.25,TRUE,GBIF_BGCI=26,,GBIF_CURRENT=3,URBANPLANTS=7,PLANTSEARCH=63
Sorbus americana,9.98333,9,6.56557,24.4198,-4.84822,1037.62,202.5,TRUE,GBIF_BGCI=533,GBIF_CURRENT=1545,,URBANPLANTS=11,PLANTSEARCH=89
Sorbus arranensis,9.98333,9,8.94133,18.8303,4.56843,1423.67,240.167,TRUE,GBIF_BGCI=79,GBIF_CURRENT=232,,PLANTSEARCH=21,
Sorbus decora,9.98333,9,4.43755,23.7844,-8.10199,843.875,146.375,TRUE,GBIF_BGCI=382,GBIF_CURRENT=725,,URBANPLANTS=3,PLANTSEARCH=81
Sorbus macrantha,9.98333,9,5.22604,16.7667,-1.17778,786.833,77.1667,TRUE,GBIF_BGCI=22,GBIF_CURRENT=9,,PLANTSEARCH=5,
Sorbus monbeigii,9.98333,9,5.70729,17.1833,-0.655553,777.667,75.5,TRUE,GBIF_BGCI=45,GBIF_CURRENT=23,,PLANTSEARCH=2,
Sorbus sitchensis,9.98333,9,6.44503,21.1261,0.245873,1553.12,166.625,TRUE,GBIF_BGCI=351,GBIF_CURRENT=561,,URBANPLANTS=1,PLANTSEARCH=25
Staphylea holocarpa,9.98333,9,14.0597,28.426,4.24242,1011.5,88,TRUE,GBIF_BGCI=138,GBIF_CURRENT=61,,URBANPLANTS=2,PLANTSEARCH=33
Stewartia monadelpha,9.98333,9,12.0971,25.8706,3.95248,1541.88,175.875,TRUE,GBIF_BGCI=151,GBIF_CURRENT=127,,URBANPLANTS=2,PLANTSEARCH=87
Stewartia ovata,9.98333,9,12.5922,29.0833,3.11111,1352.83,277.333,TRUE,GBIF_BGCI=4,GBIF_CURRENT=51,,PLANTSEARCH=4,
Stewartia rostrata,9.98333,9,13.9957,28.53,4.96675,1205.62,146,TRUE,GBIF_BGCI=16,GBIF_CURRENT=13,,URBANPLANTS=1,PLANTSEARCH=62
Stewartia sinensis,9.98333,9,15.6135,30.2855,5.2035,1295.5,142.625,TRUE,GBIF_BGCI=93,GBIF_CURRENT=47,,URBANPLANTS=3,PLANTSEARCH=87
Styrax confusus,9.98333,9,17.2945,31.644,7.17316,1408.5,161.5,TRUE,GBIF_BGCI=355,GBIF_CURRENT=191,,URBANPLANTS=6,PLANTSEARCH=17
Styrax hemsleyanus,9.98333,9,13.6245,26.8167,5.03055,1202.67,102.333,TRUE,GBIF_BGCI=95,GBIF_CURRENT=3,,PLANTSEARCH=21,
Styrax japonicus,9.98333,9,13.252,29.0155,3.80842,1322.5,168.625,TRUE,GBIF_BGCI=154,GBIF_CURRENT=1842,,URBANPLANTS=17,PLANTSEARCH=143
Sycopsis sinensis,9.98333,9,14.0197,25.4705,6.4475,1788.62,184,TRUE,GBIF_BGCI=279,GBIF_CURRENT=129,,URBANPLANTS=4,PLANTSEARCH=87
Symplocos paniculata,9.98333,9,15.449,29.2924,5.31433,1349.67,150.333,TRUE,GBIF_CURRENT=88,,URBANPLANTS=6,PLANTSEARCH=81,
Taiwania cryptomerioides,9.98333,9,13.9953,25.656,7.7585,1819.5,154.625,TRUE,GBIF_BGCI=23,,GBIF_CURRENT=228,URBANPLANTS=6,PLANTSEARCH=94
Tamarix ramosissima,9.98333,9,12.2908,29.9495,3.14334,454.25,49.375,TRUE,GBIF_BGCI=115,GBIF_CURRENT=3457,,URBANPLANTS=7,PLANTSEARCH=44
Tetracentron sinense,9.98333,9,12.7959,24.7033,5.08344,1038.33,90.6667,TRUE,GBIF_BGCI=265,GBIF_CURRENT=18,,PLANTSEARCH=65,
Thuja occidentalis,9.98333,9,8.25474,26.588,-2.07283,916.375,162.875,TRUE,GBIF_BGCI=1853,GBIF_CURRENT=8219,,URBANPLANTS=8,PLANTSEARCH=234
Tilia chingiana,9.98333,9,15.7203,29.15,5.84722,1304.33,167.833,TRUE,GBIF_BGCI=27,GBIF_CURRENT=11,,PLANTSEARCH=18,
Tilia cordata,9.98333,9,8.4168,23.7645,0.212991,756.625,143.125,TRUE,GBIF_BGCI=7215,GBIF_CURRENT=28277,,URBANPLANTS=91,PLANTSEARCH=22
Toona sinensis,9.98333,9,15.1284,29.143,5.9055,1146.75,122.625,TRUE,GBIF_BGCI=126,GBIF_CURRENT=26,,URBANPLANTS=42,PLANTSEARCH=96
Torreya nucifera,9.98333,9,12.5184,28.2685,2.47033,1243.38,157.375,TRUE,GBIF_BGCI=591,GBIF_CURRENT=621,,URBANPLANTS=2,PLANTSEARCH=127
Trachycarpus fortunei,9.98333,9,15.0508,28.721,6.89733,1139.25,133.25,TRUE,GBIF_BGCI=73,GBIF_CURRENT=845,,URBANPLANTS=81,PLANTSEARCH=199
Trachycarpus geminisectus,9.98333,9,16.3156,25.5667,9.41109,1253.33,83.6667,TRUE,GBIF_BGCI=6,GBIF_CURRENT=6,,PLANTSEARCH=7,
Trachycarpus princeps,9.98333,9,13.3135,24.0833,6.81944,1228.83,85,TRUE,GBIF_BGCI=7,GBIF_CURRENT=5,,PLANTSEARCH=18,
Trochodendron aralioides,9.98333,9,12.1272,24.872,4.98267,1962.33,198,TRUE,GBIF_BGCI=723,GBIF_CURRENT=52,,PLANTSEARCH=122,
Tsuga mertensiana,9.98333,9,6.67498,22.0706,0.662561,1186.62,125.75,TRUE,GBIF_BGCI=679,GBIF_CURRENT=12,,URBANPLANTS=2,PLANTSEARCH=71
Ulmus parvifolia,9.98333,9,15.2754,30.048,6.66242,1123.25,146.125,TRUE,GBIF_BGCI=457,GBIF_CURRENT=1156,,URBANPLANTS=1,PLANTSEARCH=153
Umbellularia californica,9.98333,9,13.807,27.107,8.67722,723.75,40.5,TRUE,GBIF_BGCI=2833,GBIF_CURRENT=471,,URBANPLANTS=9,PLANTSEARCH=94
Vaccinium arboreum,9.98333,9,17.323,32.3667,7.70556,1256,245.667,TRUE,GBIF_BGCI=593,GBIF_CURRENT=1471,,PLANTSEARCH=4,
Vaccinium cylindraceum,9.98333,9,14.621,23.4355,10.1437,1115.33,159.667,TRUE,GBIF_BGCI=34,GBIF_CURRENT=565,,PLANTSEARCH=17,
Viburnum chingii,9.98333,9,13.6755,23.7333,6.98333,897.667,90.6667,TRUE,GBIF_BGCI=168,GBIF_CURRENT=54,,PLANTSEARCH=11,
Viburnum cinnamomifolium,9.98333,9,14.2427,25.75,6.25833,1153.17,86.5,TRUE,GBIF_BGCI=132,GBIF_CURRENT=3,,PLANTSEARCH=41,
Viburnum cylindricum,9.98333,9,14.0149,24.479,7.58833,1073.25,78.75,TRUE,GBIF_BGCI=322,GBIF_CURRENT=23,,URBANPLANTS=1,PLANTSEARCH=53
Viburnum henryi,9.98333,9,15.0455,29.735,5.8015,1242.75,117,TRUE,GBIF_BGCI=137,GBIF_CURRENT=58,,URBANPLANTS=1,PLANTSEARCH=52
Viburnum odoratissimum,9.98333,9,15.706,28.432,8.41083,1748.75,151.75,TRUE,GBIF_BGCI=436,GBIF_CURRENT=44,,URBANPLANTS=35,PLANTSEARCH=78
Viburnum prunifolium,9.98333,9,12.8441,30.4605,2.54959,1077.88,220.375,TRUE,GBIF_BGCI=474,GBIF_CURRENT=1436,,URBANPLANTS=4,PLANTSEARCH=15
Viburnum rufidulum,9.98333,9,16.8374,33.4945,7.16808,954.375,167.25,TRUE,GBIF_BGCI=551,GBIF_CURRENT=1479,,URBANPLANTS=1,PLANTSEARCH=72
Vitex agnus-castus,9.98333,9,15.4475,29.683,8.18666,637,89.5,TRUE,GBIF_BGCI=2556,GBIF_CURRENT=7669,,URBANPLANTS=17,PLANTSEARCH=211
Wollemia nobilis,9.98333,9,14.4989,27.1435,7.40983,760.625,134.125,TRUE,GBIF_BGCI=54,,GBIF_CURRENT=28,URBANPLANTS=4,PLANTSEARCH=132
Yucca baccata,9.98333,9,14.2014,31.8833,5.25667,466.833,61.3333,TRUE,GBIF_BGCI=456,GBIF_CURRENT=1638,,PLANTSEARCH=71,
Yucca thompsoniana,9.98333,9,17.6459,32.9667,9.13334,533.667,63.6667,TRUE,GBIF_BGCI=17,GBIF_CURRENT=21,,PLANTSEARCH=44,
Ziziphus jujuba,9.98333,9,15.4612,30.0357,6.33125,919.625,87.5,TRUE,GBIF_BGCI=329,GBIF_CURRENT=369,,URBANPLANTS=5,PLANTSEARCH=15
Abeliophyllum distichum,9.98333,11,10.7826,26.7,0.224999,1086.5,123.75,FALSE,GBIF_CURRENT=48,,PLANTSEARCH=135,,
Acaena microphylla,9.98333,11,8.56389,21.2,2.23333,1235,239.25,FALSE,GBIF_CURRENT=234,,PLANTSEARCH=42,,
Acaena pinnatifida,9.98333,11,12.3458,23.15,6.1125,810.5,84,FALSE,GBIF_CURRENT=761,,PLANTSEARCH=18,,
Acantholimon glumaceum,9.98333,11,7.26806,23.625,-1.13334,588.75,97.75,FALSE,GBIF_CURRENT=17,,PLANTSEARCH=28,,
Acantholimon ulicinum,9.98333,11,8.86249,23.975,1.3,777.5,90.5,FALSE,GBIF_CURRENT=33,,PLANTSEARCH=19,,
Acanthophyllum cerastioides,9.98333,11,8.42083,21.1,2.60833,994.5,139.25,FALSE,GBIF_CURRENT=98,,PLANTSEARCH=6,,
Acanthus hungaricus,9.98333,11,9.9014,23.3,2.36667,800,154.5,FALSE,GBIF_CURRENT=128,,PLANTSEARCH=68,,
Achillea clypeolata,9.98333,11,10.5097,25.9,1.88334,655,120.5,FALSE,GBIF_CURRENT=76,,PLANTSEARCH=38,,
Achillea filipendulina,9.98333,11,10.2937,24.825,3.09167,697,127.75,FALSE,GBIF_CURRENT=8786,,PLANTSEARCH=74,,
Achillea millefolium,9.98333,11,10.275,25.05,3.25833,801,132,FALSE,GBIF_CURRENT=8613,,PLANTSEARCH=247,,
Achlys triphylla,9.98333,11,9.69307,23.05,3.24167,1231,129.5,FALSE,GBIF_CURRENT=5881,,PLANTSEARCH=22,,
Aconitum jaluense,9.98333,11,8.64375,25.3,-3.325,1190.5,105,FALSE,GBIF_CURRENT=869,,PLANTSEARCH=1,,
Aconitum japonicum,9.98333,11,10.2521,26.1,0.195833,1257.25,166.5,FALSE,GBIF_CURRENT=1153,,PLANTSEARCH=23,,
Aconitum sinomontanum,9.98333,11,11.3111,27.5,0.725,870,84.75,FALSE,GBIF_CURRENT=215,,PLANTSEARCH=1,,
Acorus calamus,9.98333,11,9.32847,24.025,1.575,806.75,144,FALSE,GBIF_CURRENT=7279,,PLANTSEARCH=158,,
Actaea asiatica,9.98333,11,8.67083,24.35,-1.05,1102.5,125.5,FALSE,GBIF_CURRENT=12,,PLANTSEARCH=36,,
Actaea elata,9.98333,11,10.9694,26.575,3.51667,1183.75,144.75,FALSE,GBIF_CURRENT=18,,PLANTSEARCH=4,,
Actaea japonica,9.98333,11,11.4472,27.2,1.21667,1308.25,155.5,FALSE,GBIF_CURRENT=846,,PLANTSEARCH=19,,
Actaea pachypoda,9.98333,11,8.29722,26.05,-2.125,970,183,FALSE,GBIF_CURRENT=9761,,PLANTSEARCH=92,,
Actaea podocarpa,9.98333,11,9.66807,27.35,-0.941667,1118,239.5,FALSE,GBIF_CURRENT=164,,PLANTSEARCH=15,,
Actaea racemosa,9.98333,11,10.5,28,-0.4,1034.5,206,FALSE,GBIF_CURRENT=4338,,PLANTSEARCH=82,,
Actaea simplex,9.98333,11,7.87362,23.85,-1.89167,1044,151.75,FALSE,GBIF_CURRENT=1891,,PLANTSEARCH=3,,
Actinidia arguta,9.98333,11,10.2556,25.85,0.191667,1073.5,131.5,FALSE,GBIF_CURRENT=2878,,PLANTSEARCH=118,,
Actinidia polygama,9.98333,11,10.125,25.875,0.145833,1095.5,139.5,FALSE,GBIF_CURRENT=1975,,PLANTSEARCH=61,,
Adenocaulon bicolor,9.98333,11,10.9944,25.025,4,955.5,94.75,FALSE,GBIF_CURRENT=5376,,PLANTSEARCH=11,,
Adiantum aleuticum,9.98333,11,9.83194,23.2,3.925,1241.75,143,FALSE,GBIF_CURRENT=942,,PLANTSEARCH=4,,
Adiantum pedatum,9.98333,11,8.93333,27.3,-1.63333,1006.5,188,FALSE,GBIF_CURRENT=9653,,PLANTSEARCH=149,,
Adiantum venustum,9.98333,11,9.74583,23.225,2.08333,763.5,87.25,FALSE,GBIF_CURRENT=227,,PLANTSEARCH=76,,
Aethionema grandiflorum,9.98333,11,9.54167,26.25,-0.391667,656.5,90,FALSE,GBIF_CURRENT=64,,PLANTSEARCH=59,,
Aethionema saxatile,9.98333,11,10.5222,25.65,2.71667,760.75,134,FALSE,GBIF_CURRENT=388,,PLANTSEARCH=52,,
Agastache nepetoides,9.98333,11,10.6403,28.7,-0.170833,933.75,169,FALSE,GBIF_CURRENT=1279,,PLANTSEARCH=4,,
Ageratina altissima,9.98333,11,10.1361,27.525,0.0333325,931.5,180.5,FALSE,GBIF_CURRENT=9834,,PLANTSEARCH=56,,
Agrimonia eupatoria,9.98333,11,9.46042,23.95,2.07083,719,133.5,FALSE,GBIF_CURRENT=7292,,PLANTSEARCH=136,,
Ajuga reptans,9.98333,11,9.42638,23.85,1.94583,821,150.5,FALSE,GBIF_CURRENT=7945,,PLANTSEARCH=139,,
Albuca humilis,9.98333,11,10.7868,22.225,5.04583,829.75,101,FALSE,GBIF_CURRENT=33,,PLANTSEARCH=27,,
Alcea rosea,9.98333,11,10.1056,24.1,3.05833,756.5,136.5,FALSE,GBIF_CURRENT=861,,PLANTSEARCH=11,,
Alcea rugosa,9.98333,11,10.0097,25.85,0.704167,653.75,128.75,FALSE,GBIF_CURRENT=1365,,PLANTSEARCH=49,,
Alchemilla mollis,9.98333,11,9.36944,23.125,1.8625,825,157,FALSE,GBIF_CURRENT=8266,,PLANTSEARCH=158,,
Aleuritopteris argentea,9.98333,11,11.3028,27.8,0.841665,816,76.5,FALSE,GBIF_CURRENT=1359,,PLANTSEARCH=7,,
Allium acuminatum,9.98333,11,8.85417,26.35,0.516667,641.75,102.75,FALSE,GBIF_CURRENT=3885,,PLANTSEARCH=15,,
Allium atropurpureum,9.98333,11,10.1236,24.95,1.6875,747.75,131.75,FALSE,GBIF_CURRENT=35,,PLANTSEARCH=67,,
Allium cernuum,9.98333,11,8.53125,25.95,-1.27917,779.75,131.75,FALSE,GBIF_CURRENT=737,,PLANTSEARCH=123,,
Allium cristophii,9.98333,11,9.83471,22.675,3.00833,794.25,152.5,FALSE,GBIF_CURRENT=411,,PLANTSEARCH=6,,
Allium falcifolium,9.98333,11,11.5201,25.65,4.90417,1013.25,101.5,FALSE,GBIF_CURRENT=1446,,PLANTSEARCH=19,,
Allium flavum,9.98333,11,9.65,24.95,0.825002,700.5,124.5,FALSE,GBIF_CURRENT=2858,,PLANTSEARCH=88,,
Allium hookeri,9.98333,11,12.832,24.425,5.4875,942.25,104,FALSE,GBIF_CURRENT=87,,PLANTSEARCH=9,,
Allium litvinovii,9.98333,11,10.2611,29.725,-0.574998,583.25,91.25,FALSE,GBIF_CURRENT=8,,PLANTSEARCH=5,,
Allium moly,9.98333,11,10.0472,24.2,2.73333,762,145.75,FALSE,GBIF_CURRENT=221,,PLANTSEARCH=19,,
Allium paradoxum,9.98333,11,9.22014,22.7,1.8125,664,126.75,FALSE,GBIF_CURRENT=723,,PLANTSEARCH=32,,
Allium schoenoprasum,9.98333,11,8.31876,23.7,0.908333,786.5,140,FALSE,GBIF_CURRENT=8249,,PLANTSEARCH=21,,
Allium shelkovnikovii,9.98333,11,10.4958,27.35,1.60834,546.5,66,FALSE,GBIF_CURRENT=7,,PLANTSEARCH=3,,
Allium siculum,9.98333,11,9.99584,23,3.30833,827,165,FALSE,GBIF_CURRENT=642,,PLANTSEARCH=3,,
Allium sphaerocephalon,9.98333,11,10.5972,25.075,3.21667,806,149.75,FALSE,GBIF_CURRENT=65,,PLANTSEARCH=124,,
Allium stellatum,9.98333,11,7.58958,28.1,-4.37083,787.5,108.25,FALSE,GBIF_CURRENT=1382,,PLANTSEARCH=33,,
Allium togashii,9.98333,11,10.9,26.775,2.20833,925.5,139.75,FALSE,GBIF_CURRENT=5,,PLANTSEARCH=5,,
Allium tricoccum,9.98333,11,8.67917,27.95,-2.19167,973,184.5,FALSE,GBIF_CURRENT=7987,,PLANTSEARCH=45,,
Allium tuberosum,9.98333,11,11.1125,27.9,1.84166,979.5,154.5,FALSE,GBIF_CURRENT=298,,PLANTSEARCH=15,,
Allium ursinum,9.98333,11,9.43611,22.75,2.325,772.5,146,FALSE,GBIF_CURRENT=6448,,PLANTSEARCH=114,,
Althaea officinalis,9.98333,11,10.5785,24.65,3.54583,751,134,FALSE,GBIF_CURRENT=8438,,PLANTSEARCH=155,,
Alyssoides utriculata,9.98333,11,9.55001,24.75,1.74167,874,173.5,FALSE,GBIF_CURRENT=1171,,PLANTSEARCH=55,,
Alyssum handelii,9.98333,11,4.64722,20.425,-1.2375,733,128.5,FALSE,GBIF_CURRENT=5,,PLANTSEARCH=4,,
Alyssum montanum,9.98333,11,9.59444,24.2,1.80833,737,135,FALSE,GBIF_CURRENT=284,,PLANTSEARCH=57,,
Amauropelta noveboracensis,9.98333,11,10.3958,28.6,-0.154167,1133.75,243.5,FALSE,PLANTSEARCH=35,GBIF_CURRENT=9779,,,
Amelanchier ovalis,9.98333,11,10.3715,24.7,2.75833,801.5,147.25,FALSE,GBIF_CURRENT=8812,,PLANTSEARCH=12,,
Ammi majus,9.98333,11,10.5292,24.7,3.68334,757,139.5,FALSE,GBIF_CURRENT=6276,,PLANTSEARCH=65,,
Anaphalis sinica,9.98333,11,12.409,27.475,1.9375,1128,102.75,FALSE,GBIF_CURRENT=651,,PLANTSEARCH=11,,
Anchistea virginica,9.98333,11,15.3007,30.325,2.975,1188.75,225,FALSE,GBIF_CURRENT=3811,,PLANTSEARCH=2,,
Anchusa leptophylla,9.98333,11,10.0903,26.275,-0.5125,686,139.25,FALSE,GBIF_CURRENT=123,,PLANTSEARCH=2,,
Anchusa officinalis,9.98333,11,9.08333,22.9,1.58333,696.5,127,FALSE,GBIF_CURRENT=7585,,PLANTSEARCH=92,,
Andropogon gerardi,9.98333,11,10.7208,28.7,1.075,865,152,FALSE,GBIF_CURRENT=9321,,PLANTSEARCH=7,,
Androsace lanuginosa,9.98333,11,11.8632,24.375,4.75833,1153.25,132.75,FALSE,GBIF_CURRENT=23,,PLANTSEARCH=23,,
Androsace sarmentosa,9.98333,11,7.47361,20.525,0.566667,835,112,FALSE,GBIF_CURRENT=68,,PLANTSEARCH=48,,
Androsace sempervivoides,9.98333,11,5.50139,21.2,-2.7875,738.25,112.75,FALSE,GBIF_CURRENT=29,,PLANTSEARCH=55,,
Anemone blanda,9.98333,11,9.65833,23.35,2.21667,787,148,FALSE,GBIF_CURRENT=685,,PLANTSEARCH=72,,
Angelica archangelica,9.98333,11,8.11874,22.825,0.904167,737.25,134.75,FALSE,GBIF_CURRENT=884,,PLANTSEARCH=125,,
Anisodus stramoniifolius,9.98333,11,12.2028,23.45,4.05,784.5,87.75,FALSE,PLANTSEARCH=18,GBIF_CURRENT=112,,,
Anthemis cretica,9.98333,11,10.0792,22.95,4.09167,821.5,153.5,FALSE,GBIF_CURRENT=1821,,PLANTSEARCH=1,,
Anthemis punctata,9.98333,11,10.2694,21.025,5.45,801.75,145.75,FALSE,GBIF_CURRENT=89,,PLANTSEARCH=2,,
Anthriscus sylvestris,9.98333,11,9.54445,22.8,2.67917,756.5,146.5,FALSE,GBIF_CURRENT=5813,,PLANTSEARCH=64,,
Anthyllis hermanniae,9.98333,11,11.0694,24.05,4.79167,791.75,112,FALSE,GBIF_CURRENT=247,,PLANTSEARCH=31,,
Anthyllis vulneraria,9.98333,11,8.73473,22.2,1.77917,803.75,150.5,FALSE,GBIF_CURRENT=83,,PLANTSEARCH=86,,
Antirrhinum braun-blanquetii,9.98333,11,10.3382,24,3.8125,797.25,137,FALSE,GBIF_CURRENT=399,,PLANTSEARCH=3,,
Aquilegia bernardii,9.98333,11,8.66389,22.7,1.88333,888.5,124.5,FALSE,GBIF_CURRENT=215,,PLANTSEARCH=18,,
Aquilegia canadensis,9.98333,11,9.10973,27.9,-1.35,953.5,176.5,FALSE,GBIF_CURRENT=983,,PLANTSEARCH=142,,
Aquilegia chrysantha,9.98333,11,10.9736,26.45,3.075,649.5,93,FALSE,GBIF_CURRENT=1575,,PLANTSEARCH=78,,
Aquilegia formosa,9.98333,11,8.93542,24.1,2.33333,872,97.25,FALSE,GBIF_CURRENT=988,,PLANTSEARCH=77,,
Aquilegia vulgaris,9.98333,11,9.25,23.25,1.8375,780.75,149.25,FALSE,GBIF_CURRENT=828,,PLANTSEARCH=14,,
Arachniodes standishii,9.98333,11,12.0639,28.4,2.84167,1380.5,203.5,FALSE,GBIF_CURRENT=3352,,PLANTSEARCH=37,,
Aralia racemosa,9.98333,11,7.98472,25.9,-2.61667,919.5,175,FALSE,GBIF_CURRENT=623,,PLANTSEARCH=93,,
Arenaria tetraquetra,9.98333,11,9.15693,25.6,1.20833,699.5,98.75,FALSE,GBIF_CURRENT=55,,PLANTSEARCH=3,,
Aria aronioides,9.98333,11,13.8979,25.85,6.05833,1190.5,64.5,FALSE,GBIF_CURRENT=55,,,,
Aria coronata,9.98333,11,12.8229,24.15,5.05,978,52.5,FALSE,GBIF_CURRENT=66,,,,
Aria pallescens,9.98333,11,10.6917,22.7,3.55,890,38,FALSE,GBIF_CURRENT=65,,,,
Aria thibetica,9.98333,11,8.99722,20.9,2.35833,889,111.5,FALSE,GBIF_CURRENT=92,,PLANTSEARCH=1,,
Aria yuana,9.98333,11,12.3125,27.3,2.41667,1141,66,FALSE,GBIF_CURRENT=8,,,,
Arisaema candidissimum,9.98333,11,12.0743,23.6,4.85833,819.5,92.75,FALSE,GBIF_CURRENT=2,,PLANTSEARCH=62,,
Arisaema ciliatum,9.98333,11,10.6889,22.425,4.17083,806.5,98.25,FALSE,GBIF_CURRENT=15,,PLANTSEARCH=42,,
Arisaema erubescens,9.98333,11,12.8444,26.15,5.33334,979.75,93.75,FALSE,GBIF_CURRENT=424,,PLANTSEARCH=37,,
Arisaema flavum,9.98333,11,8.27222,22,1.58334,711,85.5,FALSE,GBIF_CURRENT=97,,PLANTSEARCH=59,,
Arisaema griffithii,9.98333,11,9.88194,20.975,3.8,925.25,108.25,FALSE,GBIF_CURRENT=41,,PLANTSEARCH=26,,
Arisaema triphyllum,9.98333,11,9.67639,27.2,-0.629166,986.5,190,FALSE,GBIF_CURRENT=973,,PLANTSEARCH=142,,
Aristolochia iquitensis,9.98333,11,20.4764,27.2,13.8,2144.5,276.5,FALSE,GBIF_CURRENT=65,,PLANTSEARCH=1,,
Aristolochia manshuriensis,9.98333,11,9.3375,25.2,-1.02083,885,83.75,FALSE,GBIF_CURRENT=51,,PLANTSEARCH=77,,
Armeria humilis,9.98333,11,9.97917,23.4,4.28333,1431,122,FALSE,GBIF_CURRENT=62,,,,
Armeria maritima,9.98333,11,9.16806,22.1,2.48333,762,134,FALSE,GBIF_CURRENT=8386,,PLANTSEARCH=112,,
Armoracia rusticana,9.98333,11,9.16804,23.85,1.29167,716.5,129.5,FALSE,GBIF_CURRENT=9373,,PLANTSEARCH=14,,
Aronia arbutifolia,9.98333,11,12.0153,28.3,2.1,1089,217,FALSE,GBIF_CURRENT=2393,,PLANTSEARCH=132,,
Artemisia morrisonensis,9.98333,11,7.44167,14.7,2.88333,4215,289,FALSE,GBIF_CURRENT=227,,PLANTSEARCH=1,,
Artemisia pedemontana,9.98333,11,10.0854,26.7,3.40833,630.75,110.25,FALSE,GBIF_CURRENT=22,,PLANTSEARCH=21,,
Artemisia rigida,9.98333,11,10.0486,30.425,0.595835,705.5,138.75,FALSE,GBIF_CURRENT=197,,PLANTSEARCH=4,,
Artemisia vulgaris,9.98333,11,9.3764,24.45,1.16666,773.5,144,FALSE,GBIF_CURRENT=8323,,PLANTSEARCH=132,,
Arthropodium candidum,9.98333,11,10.7764,21.95,5.2,1025.5,186.5,FALSE,GBIF_CURRENT=358,,PLANTSEARCH=29,,
Arthropodium milleflorum,9.98333,11,13.1111,25.05,7.85833,855,156,FALSE,GBIF_CURRENT=839,,PLANTSEARCH=21,,
Arum maculatum,9.98333,11,9.72778,22.55,3.325,776.25,153.5,FALSE,GBIF_CURRENT=6818,,PLANTSEARCH=99,,
Asarum canadense,9.98333,11,9.84444,28.5,-1.31667,976.5,182.5,FALSE,GBIF_CURRENT=9774,,PLANTSEARCH=122,,
Asarum caudatum,9.98333,11,10.0979,24.25,3.57083,1006,120,FALSE,GBIF_CURRENT=4612,,PLANTSEARCH=78,,
Asclepias incarnata,9.98333,11,9.26249,27.9,-1.50833,933,168,FALSE,GBIF_CURRENT=9778,,PLANTSEARCH=141,,
Asclepias tuberosa,9.98333,11,10.9875,29.05,0.683335,985,185,FALSE,GBIF_CURRENT=989,,PLANTSEARCH=156,,
Asparagus officinalis,9.98333,11,9.30279,25.2,1.00833,674.25,114,FALSE,GBIF_CURRENT=7899,,PLANTSEARCH=121,,
Asparagus pseudoscaber,9.98333,11,8.97916,23.7,0.0166675,699.25,101.75,FALSE,GBIF_CURRENT=8,,PLANTSEARCH=12,,
Asparagus verticillatus,9.98333,11,10.7229,26.15,1.275,600.5,121,FALSE,GBIF_CURRENT=849,,PLANTSEARCH=28,,
Asphodelus albus,9.98333,11,11.3875,24.325,4.61667,857.5,162.75,FALSE,GBIF_CURRENT=6427,,PLANTSEARCH=87,,
Aspidotis densa,9.98333,11,10.8111,25.25,6.3875,1027.75,37,FALSE,GBIF_CURRENT=3184,,PLANTSEARCH=7,,
Asplenium adiantum-nigrum,9.98333,11,10.4528,24.45,3.90833,808,155.5,FALSE,GBIF_CURRENT=788,,PLANTSEARCH=42,,
Asplenium ceterach,9.98333,11,11.7389,25.8,4.625,753,131,FALSE,GBIF_CURRENT=8474,,PLANTSEARCH=31,,
Asplenium fontanum,9.98333,11,10.1618,25.1,2.24167,784.5,164.5,FALSE,GBIF_CURRENT=4212,,PLANTSEARCH=14,,
Asplenium rhizophyllum,9.98333,11,11.6069,29.4,-0.0500002,1099,231,FALSE,GBIF_CURRENT=5141,,PLANTSEARCH=16,,
Asplenium scolopendrium,9.98333,11,9.99583,23.275,3.72083,851.75,160.25,FALSE,GBIF_CURRENT=7239,,PLANTSEARCH=13,,
Asplenium trichomanes,9.98333,11,9.52777,23.25,2.63333,854.5,159.5,FALSE,GBIF_CURRENT=8425,,PLANTSEARCH=128,,
Astelia nervosa,9.98333,11,9.80347,20.525,5.50417,1834.25,327,FALSE,GBIF_CURRENT=7822,,PLANTSEARCH=24,,
Aster amellus,9.98333,11,9.21667,23.85,1.4,761.5,145,FALSE,GBIF_CURRENT=4775,,PLANTSEARCH=75,,
